,people_ID,Infect_prob
208,5226,44.500404
209,18411,49.682854
210,6134,49.798683
211,5177,49.96193
212,18031,49.963116
213,17853,49.97217
214,6171,49.790047
215,5725,39.380745
216,6282,50.11193
217,18762,50.027077
218,17909,49.745964
219,18357,49.9621
220,5981,49.99869
221,5862,49.65452
222,18461,49.779205
223,5275,50.584038
224,6084,49.89972
225,18403,49.83883
226,17856,49.604706
227,17723,50.06986
228,6103,49.895187
229,17897,49.8709
230,6042,49.783844
231,6219,45.68759
232,5697,55.19276
233,18636,57.738815
234,5343,50.063354
235,5994,49.80665
236,5956,75.77177
237,5666,49.73571
238,18791,49.862534
239,5686,49.949745
240,6027,50.08529
241,5751,49.864815
242,18812,52.653976
243,18688,49.748283
244,18441,56.35282
245,5508,49.76532
246,5889,49.764874
247,5843,49.559944
248,5459,49.704865
249,18141,49.727917
250,18757,74.04462
251,6313,49.748917
252,6032,48.20056
253,18475,49.679184
254,17702,49.915203
255,5815,49.965157
256,18816,50.11644
257,18589,50.658672
258,17738,49.596268
259,18553,49.63147
260,5538,50.48456
261,18472,49.711617
262,5453,49.699516
263,18026,49.610645
264,18409,49.911972
265,5444,49.650185
266,17965,49.80149
267,18541,49.668907
268,5371,49.750984
269,6051,49.723198
270,18882,49.654297
271,5108,49.733322
272,6005,53.142662
273,5380,49.627968
274,6151,49.749702
275,18195,49.69326
276,17695,49.512096
277,5101,49.729755
278,5255,49.993942
279,5579,49.8377
280,18509,49.69834
281,5257,49.787872
282,6310,71.49161
283,5431,49.648865
284,17703,49.663483
285,18316,50.285294
286,5174,49.709038
287,18337,49.696564
288,18515,49.560143
289,17993,42.47528
290,6232,49.632103
291,5339,49.76995
292,5972,49.480183
293,6097,49.586708
294,5130,49.395004
295,5934,49.65997
296,17646,50.82659
297,5803,49.539185
298,18134,54.53415
299,18301,49.57699
300,18071,49.538734
301,5973,49.443012
302,17972,46.34002
303,6212,54.822582
304,17886,49.716904
305,18584,49.76187
306,18027,45.363987
307,5093,49.123226
308,5817,49.436188
309,5519,49.805958
310,18127,49.589546
311,6144,49.61921
312,5430,49.683258
313,6179,49.606018
314,5921,49.593956
315,5788,49.433098
316,17960,49.34025
317,5682,49.55177
318,5713,49.519173
319,18735,49.77165
320,18693,49.491
321,6256,49.128937
322,18064,50.1562
323,18302,49.514954
324,5620,50.048973
325,18010,49.51094
326,18647,50.191296
327,5749,49.302696
328,18286,49.486565
329,5381,49.395653
330,6012,49.452415
331,18043,49.28398
332,18845,45.62596
333,17736,49.332527
334,17919,49.534615
335,5297,49.51048
336,17651,49.028915
337,5109,49.610954
338,5756,49.443237
339,17628,49.54277
340,6237,49.493645
341,18407,49.533936
342,5157,49.400368
343,17902,49.62677
344,18650,49.42225
345,5589,49.395027
346,6010,49.632782
347,18792,49.577515
348,17932,49.44752
349,18568,49.483986
350,17684,49.53893
351,5573,49.40149
352,17685,49.42857
353,5948,65.77192
354,5469,49.127693
355,18736,63.988472
356,17664,49.45958
357,6319,55.47351
358,5421,49.498276
359,18648,49.312923
360,18369,37.921783
361,6065,49.31495
362,18486,49.264633
363,5259,49.353287
364,18524,54.00499
365,17774,49.16859
366,5955,49.30715
367,17701,49.223892
368,6312,49.270935
369,18094,49.487206
370,17647,49.349274
371,5515,69.763695
372,18087,49.284054
373,18278,49.195076
374,18868,49.104706
375,18764,49.515
376,5478,49.368233
377,6091,49.326782
378,18358,49.31201
379,18570,43.363922
380,17994,49.235382
381,17931,49.235687
382,18476,49.249214
383,6314,48.9319
384,5727,49.47874
385,5879,43.812153
386,6240,49.280575
387,17663,49.26821
388,18457,47.568295
389,18562,49.245705
390,17908,66.93055
391,18183,48.96386
392,5203,49.30133
393,18658,49.17085
394,18745,49.21868
395,17889,49.35918
396,5185,74.86175
397,6161,49.25341
398,5833,49.266434
399,5348,49.102596
400,6261,49.265106
401,5841,49.18027
402,5503,56.176193
403,5187,49.256706
404,18789,49.09762
405,5674,49.43338
406,18768,49.343964
407,18430,49.121128
408,5931,49.34562
409,18787,44.49198
410,5284,49.18651
411,18544,49.146477
412,18726,48.98218
413,17907,49.041912
414,17850,49.03203
415,18073,48.87977
416,5631,49.120476
417,6190,49.075306
418,5482,48.945976
419,18865,49.303577
420,18700,48.887756
421,6234,66.30061
422,5689,48.95031
423,18585,49.155045
424,17674,48.987377
425,17875,56.54506
426,5997,49.207127
427,5405,48.99067
428,18201,41.948967
429,18575,49.088116
430,5196,48.94229
431,17709,44.20948
432,5687,48.949196
433,6284,80.57873
434,6140,49.06191
435,18352,48.894096
436,17718,48.966312
437,6247,48.80385
438,18578,48.770576
439,18135,48.891033
440,6052,40.888493
441,5132,49.1215
442,5846,48.77131
443,5138,56.81508
444,5149,48.824562
445,6321,48.93493
446,18115,48.816612
447,5688,48.877197
448,5748,48.84043
449,17793,48.99196
450,5855,48.88109
451,6305,82.99378
452,18085,48.818893
453,5404,51.57756
454,5870,48.684418
455,18866,48.65468
456,5957,48.65397
457,18138,48.61038
458,6246,48.80446
459,18643,48.837692
460,6210,72.06957
461,17843,48.886925
462,18260,48.92875
463,5667,44.055893
464,18661,48.768265
465,18319,48.61481
466,5762,48.63504
467,17727,48.618126
468,18853,48.84623
469,6251,48.685066
470,18710,48.51648
471,18809,70.52929
472,6067,48.49919
473,6138,48.43915
474,5374,48.415962
475,18408,60.13189
476,5331,48.267597
477,5194,48.501667
478,18692,55.45946
479,18668,48.354053
480,5296,48.382534
481,5546,48.309708
482,5442,48.41545
483,5699,48.397938
484,18255,47.1417
485,5744,48.200264
486,18169,59.77275
487,18343,48.13115
488,17626,47.984035
489,17878,85.175186
490,5474,47.975315
491,18653,50.46211
492,5137,48.03496
493,5602,47.121468
494,5907,46.498573
495,5779,45.625366
496,18180,45.034992
497,18188,44.4106
498,18207,65.55781
499,5379,52.322742
500,18106,48.058937
501,5783,47.96253
502,17890,47.364555
503,5866,48.827805
504,18012,48.715584
505,17711,48.312515
506,6133,48.294937
507,6071,48.19084
508,5857,48.059883
509,18462,47.497818
510,5116,58.78073
511,6136,50.103935
512,17704,82.19218
513,5662,49.405243
514,17690,49.12538
515,6131,35.727375
516,18288,49.062515
517,18203,48.761612
518,18110,59.180286
519,17743,47.815536
520,5207,49.900448
521,5298,60.305054
522,5328,49.22454
523,18238,55.436295
524,5426,45.69052
525,6298,48.271698
526,6106,47.984215
527,5282,47.339417
528,6178,48.986782
529,18227,49.571568
530,17631,49.47422
531,5598,49.120583
532,17820,48.45099
533,18312,48.552795
534,18716,48.340664
535,18529,48.250694
536,17925,47.982025
537,18314,47.456024
538,5859,49.699696
539,6283,49.31559
540,5562,49.183563
541,5722,49.132557
542,18059,48.524734
543,5770,48.67404
544,18181,57.26508
545,17649,48.48973
546,5828,47.88289
547,5778,46.94085
548,17772,50.18424
549,18732,49.09424
550,6073,48.04873
551,18687,49.75188
552,5395,49.748528
553,6058,49.04548
554,18579,50.714195
555,18846,51.276035
556,5265,48.460583
557,17862,50.644447
558,5237,53.003376
559,17976,48.09635
560,18267,83.05053
561,6048,50.691704
562,18237,50.530502
563,18077,50.475163
564,18299,50.525764
565,5166,50.306343
566,5824,50.247078
567,5216,50.239933
568,18788,50.239643
569,6231,50.161842
570,5178,50.35717
571,18208,50.31162
572,18376,50.291702
573,5350,55.74684
574,5903,50.189648
575,18061,50.109642
576,18821,47.70723
577,18374,50.231808
578,5392,50.23679
579,17958,50.21617
580,6315,50.233944
581,5349,49.9868
582,5227,50.11575
583,5280,77.21401
584,6303,61.51467
585,6023,50.327625
586,5581,50.09381
587,18202,50.759384
588,5970,50.416546
589,18504,50.43538
590,18047,49.822178
591,5532,58.407738
592,18588,50.046307
593,6098,49.98365
594,6189,50.159702
595,17632,47.648888
596,5359,50.048256
597,18500,50.112724
598,6293,49.01636
599,5205,35.260952
600,17915,50.100838
601,17987,50.094574
602,5517,49.95869
603,5501,42.97374
604,5764,49.831387
605,18211,70.12077
606,18487,90.57158
607,17863,49.906578
608,5191,49.890038
609,6111,50.027046
610,5769,49.836655
611,18605,66.15306
612,18038,50.07605
613,5930,49.73999
614,18072,49.90014
615,6102,62.965454
616,18020,49.836502
617,17665,49.869026
618,17668,49.88277
619,18705,49.84818
620,17968,44.114563
621,18212,49.728523
622,5968,49.90522
623,17938,49.90264
624,6277,49.42801
625,18536,49.75141
626,18613,48.181084
627,5766,49.819347
628,18474,49.71383
629,18297,58.28512
630,18753,49.842567
631,18701,52.084827
632,5835,49.97042
633,18142,49.77463
634,18838,49.823814
635,17719,56.105247
636,5890,49.781116
637,5560,56.913788
638,17658,49.730236
639,18582,49.68891
640,18300,49.69557
641,18679,48.372528
642,18365,49.8385
643,18901,72.11784
644,18414,49.34863
645,18889,49.81578
646,18257,49.781746
647,18884,49.68286
648,18873,49.587803
649,5369,49.70861
650,18698,49.807556
651,5746,58.42399
652,17844,64.52365
653,18893,49.72264
654,17867,49.62982
655,17899,49.583324
656,18546,49.61066
657,18325,49.712795
658,6220,49.610367
659,18625,49.684402
660,18053,49.61906
661,5607,57.69226
662,5989,49.550064
663,17712,49.39948
664,18799,49.464256
665,5483,49.49388
666,6157,49.55964
667,5715,49.60247
668,17814,45.965614
669,17754,49.638023
670,5375,49.457417
671,17627,47.78924
672,17654,55.983627
673,5923,49.43017
674,18348,49.751404
675,18657,49.359146
676,5262,49.472115
677,18491,49.443054
678,5851,79.08763
679,17956,49.45126
680,6270,49.5069
681,5932,49.505806
682,18323,49.42424
683,5290,62.399628
684,5434,49.381535
685,17782,49.458717
686,5836,49.30766
687,5729,49.454205
688,17780,49.350872
689,17757,48.881935
690,5197,49.627823
691,18498,49.335007
692,18832,49.7439
693,18023,49.408264
694,5435,49.500496
695,18852,49.500835
696,18254,49.37262
697,18024,49.259552
698,6194,49.410416
699,18007,51.620117
700,5473,77.00231
701,5550,49.47817
702,18451,51.08007
703,6081,49.331085
704,5506,48.342194
705,18098,49.378197
706,17952,49.390686
707,5844,49.463203
708,5692,49.33777
709,5499,49.429436
710,5145,49.39209
711,18499,49.413986
712,5084,49.36654
713,6169,61.15537
714,18758,49.315804
715,18419,49.39279
716,5838,49.220528
717,5847,49.348907
718,18869,49.358162
719,5346,49.34328
720,18885,49.164574
721,5183,49.3794
722,5818,49.251797
723,5648,49.19203
724,18390,48.319008
725,18537,49.236206
726,17954,49.296658
727,17786,49.179787
728,17636,49.445404
729,17660,49.32639
730,18221,49.224792
731,5869,49.455715
732,5656,49.304848
733,5684,49.345196
734,5141,49.19814
735,6168,49.147865
736,18908,49.342125
737,5531,49.09712
738,5680,44.70493
739,5960,49.189877
740,18065,49.29248
741,18429,49.040916
742,18793,49.226395
743,5457,49.030724
744,18356,49.18139
745,17766,62.06788
746,6066,49.169502
747,18841,62.01828
748,5549,52.76178
749,5398,49.251335
750,17904,49.216576
751,18322,73.490906
752,5119,49.11445
753,5705,51.63465
754,5977,49.123184
755,18125,49.06737
756,18080,49.266396
757,5946,49.144035
758,18677,49.15355
759,6046,69.60693
760,18317,49.423622
761,5892,49.133797
762,5300,49.06542
763,5291,49.117912
764,5819,48.886787
765,18444,49.15674
766,5294,61.075165
767,6055,49.257904
768,6064,49.22534
769,18667,49.14547
770,5541,49.225418
771,5991,49.140907
772,6244,55.62241
773,5837,63.088142
774,5827,49.073334
775,18697,49.10831
776,18146,52.69976
777,5920,49.116066
778,18111,49.042812
779,17933,43.620605
780,18607,49.03492
781,18248,49.00651
782,5831,49.038696
783,5184,49.08875
784,17934,49.11463
785,17746,49.119843
786,6202,48.94732
787,5199,48.80771
788,5884,49.13343
789,17728,49.06473
790,5657,49.099968
791,5144,49.34469
792,6217,53.160454
793,17677,48.90696
794,6026,48.0812
795,6233,48.991066
796,5446,72.50432
797,5962,48.927254
798,18423,48.98343
799,17715,34.92845
800,17841,49.059406
801,5800,49.02371
802,6187,49.135536
803,5361,42.64296
804,5384,57.6328
805,18797,49.45806
806,18287,49.07154
807,5558,49.128635
808,18790,49.04574
809,5771,49.212364
810,5209,42.407585
811,6243,49.008423
812,18747,48.562946
813,18587,48.16919
814,5086,48.989616
815,5443,48.973312
816,5148,48.850525
817,18649,48.898224
818,6278,49.03954
819,18204,49.024628
820,5422,41.381763
821,5467,48.57413
822,17923,79.50577
823,18320,63.241436
824,5094,48.775864
825,6088,48.875572
826,5429,48.905483
827,5529,48.899384
828,18218,49.001854
829,5679,48.880157
830,17913,48.945694
831,18576,48.86708
832,18724,48.881084
833,6238,49.107555
834,18637,48.93495
835,18748,48.881187
836,5252,61.55905
837,18075,49.056458
838,18222,48.968925
839,5273,48.747086
840,5886,48.820152
841,6033,48.853416
842,18291,48.801064
843,5616,40.22503
844,18166,48.99395
845,17692,48.6891
846,5219,48.84017
847,5988,48.937073
848,5504,49.037148
849,18129,48.76629
850,18440,56.514538
851,18488,48.78116
852,18131,48.80961
853,18849,48.799194
854,18162,48.755074
855,18829,45.212402
856,5156,49.256428
857,18013,48.980236
858,18804,48.910744
859,17708,48.897255
860,17795,48.779427
861,5811,48.809456
862,17936,48.92581
863,5221,48.703865
864,5845,48.597717
865,18490,48.81166
866,5126,48.757034
867,18367,48.714764
868,5767,69.66888
869,5438,48.764137
870,18746,48.792465
871,18883,48.72049
872,17822,48.777023
873,5535,48.7421
874,5447,48.940704
875,5804,48.629196
876,18729,48.63144
877,18032,85.442986
878,5570,48.694904
879,18837,48.7705
880,18690,48.66349
881,5245,47.81478
882,6123,48.83837
883,17916,48.68473
884,18859,48.543648
885,18232,48.72972
886,5954,48.66845
887,5308,48.664787
888,18458,48.899975
889,5813,48.625504
890,5914,48.544594
891,18561,48.798836
892,18114,55.566345
893,5590,48.757294
894,17848,48.80305
895,5309,48.635098
896,5110,49.387566
897,6192,48.73852
898,5079,48.699825
899,5640,48.681625
900,18067,48.65424
901,5695,48.581978
902,18620,48.615788
903,18215,49.957394
904,5626,48.55365
905,17720,48.636307
906,18548,48.61358
907,6280,46.8209
908,18449,48.58171
909,18450,48.67621
910,18005,48.530403
911,18831,48.517944
912,18683,48.592506
913,17764,48.639294
914,5439,48.632324
915,6322,48.720062
916,18280,47.657787
917,6172,48.580383
918,18466,83.17482
919,18359,48.593193
920,18002,48.665855
921,18334,40.089737
922,6110,48.549187
923,5486,48.55342
924,5251,63.945515
925,5919,48.52404
926,6215,48.56015
927,5812,53.733337
928,18156,48.621212
929,17650,48.43238
930,18415,48.510395
931,18160,48.55779
932,5928,48.39499
933,6056,71.417496
934,18025,48.53647
935,6054,48.5151
936,17681,48.64415
937,17776,48.479073
938,18133,48.4942
939,18708,48.48284
940,5394,48.612404
941,6119,44.54757
942,5270,48.534687
943,17959,48.63083
944,5406,48.515842
945,5950,48.511333
946,18168,40.29789
947,18029,48.5426
948,6239,48.55258
949,18467,54.311333
950,17964,48.43788
951,18656,48.586166
952,18552,48.510303
953,18079,48.385883
954,18678,49.359184
955,6039,48.503075
956,18185,48.554962
957,6203,48.566154
958,5360,48.527138
959,18909,48.415615
960,18196,65.00392
961,18632,48.37742
962,18512,48.527893
963,18034,48.672028
964,5268,48.48475
965,6223,48.398766
966,18631,48.516823
967,5373,48.408752
968,18696,48.343327
969,5789,48.482216
970,18900,48.339954
971,5681,48.329
972,18283,48.42998
973,18847,82.547806
974,5159,48.41681
975,5551,45.16522
976,18074,48.475906
977,17784,48.042885
978,5335,48.468594
979,18903,48.51709
980,18062,48.381958
981,18630,48.60595
982,5599,48.420227
983,17999,48.489258
984,5701,48.38319
985,18827,48.36891
986,17970,65.044235
987,5419,48.62619
988,18581,48.354267
989,17861,65.22302
990,5393,48.2545
991,17806,66.99001
992,6129,48.339706
993,5161,49.403076
994,17804,48.382652
995,5780,48.405006
996,5479,48.28809
997,18086,48.467422
998,6248,48.33776
999,17798,48.357586
1000,18157,48.26614
1001,18272,48.31863
1002,18022,48.179794
1003,18770,48.249496
1004,5230,48.37767
1005,5565,47.480766
1006,18539,60.232162
1007,18167,48.427986
1008,5615,48.357323
1009,18307,48.291206
1010,5397,48.27233
1011,18102,48.30097
1012,18324,48.303295
1013,18099,45.26915
1014,18015,48.320297
1015,5481,47.95449
1016,18418,48.169086
1017,17831,48.325676
1018,6115,48.2275
1019,17982,48.414436
1020,18014,48.288307
1021,18779,48.398056
1022,18820,48.316307
1023,18558,48.123077
1024,18017,48.150215
1025,17837,48.10175
1026,5976,48.320244
1027,18306,48.1931
1028,6272,48.467613
1029,18331,39.40012
1030,5561,48.29718
1031,17669,48.140312
1032,18855,48.22417
1033,5528,48.519287
1034,18321,48.27436
1035,18172,48.13434
1036,18614,48.399796
1037,17748,48.17958
1038,17800,56.242428
1039,5945,48.230114
1040,18514,48.263916
1041,5644,48.25523
1042,5982,48.243523
1043,5288,83.93654
1044,6265,48.28586
1045,5840,48.18486
1046,17851,71.74985
1047,18246,48.2772
1048,6250,48.185246
1049,5214,48.212227
1050,18777,48.177505
1051,6001,48.130363
1052,5782,48.169678
1053,5484,48.09576
1054,5760,48.19915
1055,6218,48.155792
1056,5953,48.103203
1057,18577,48.158417
1058,6264,48.079346
1059,17770,48.07904
1060,18634,48.265213
1061,5938,48.060112
1062,6214,48.122353
1063,5324,48.20054
1064,18108,48.22914
1065,18469,48.32737
1066,18672,48.159325
1067,18480,51.95294
1068,18531,47.998917
1069,6180,61.562172
1070,5454,48.10652
1071,5364,48.648186
1072,18088,44.067654
1073,17922,48.2172
1074,6286,48.25564
1075,18456,48.132732
1076,17975,48.097366
1077,18397,48.135365
1078,5242,48.15905
1079,5244,48.23025
1080,18445,51.664124
1081,18281,47.99243
1082,5636,47.962387
1083,17957,48.005905
1084,18761,48.04956
1085,17990,48.13895
1086,5123,56.79164
1087,5801,47.973442
1088,6235,48.10062
1089,6108,38.982056
1090,5659,47.997475
1091,18503,51.800117
1092,5190,48.046772
1093,18711,48.011612
1094,18670,48.069828
1095,18814,48.07988
1096,18057,55.444847
1097,18751,48.039963
1098,18786,47.896698
1099,6150,48.318024
1100,18574,47.924126
1101,18506,47.889206
1102,18828,48.03942
1103,6069,47.979088
1104,5180,47.988544
1105,6166,47.995316
1106,17791,48.000664
1107,5113,56.43548
1108,17939,48.003365
1109,6259,48.127842
1110,17928,47.85669
1111,17624,73.30999
1112,17623,45.106277
1113,18477,48.115246
1114,17734,47.95865
1115,18275,47.83021
1116,17998,48.00509
1117,17992,47.89913
1118,5655,47.997345
1119,5969,47.85547
1120,5863,47.92115
1121,18803,47.696114
1122,5418,48.1819
1123,5850,46.4001
1124,5240,47.85121
1125,5672,47.785748
1126,6094,47.799652
1127,5293,47.750282
1128,5081,47.866245
1129,5537,47.767952
1130,5663,47.78711
1131,17790,47.776905
1132,6205,76.6703
1133,6198,47.61884
1134,5566,47.727272
1135,5742,50.657356
1136,6096,45.964523
1137,6004,40.51715
1138,5092,52.505882
1139,18593,47.758865
1140,6177,47.7325
1141,5413,47.78427
1142,5917,47.84073
1143,5211,42.81277
1144,5848,47.755157
1145,17839,47.777443
1146,5553,47.93181
1147,18590,47.836105
1148,5451,55.71234
1149,6273,47.705887
1150,17641,47.83881
1151,5523,47.771797
1152,17749,44.78106
1153,6093,47.770832
1154,5440,47.877792
1155,18671,47.682167
1156,5743,47.978905
1157,17740,49.69677
1158,5153,47.653805
1159,17881,47.741867
1160,18256,92.24113
1161,18638,47.67228
1162,5396,47.84492
1163,17997,62.698772
1164,17687,47.564095
1165,18627,47.937546
1166,5277,66.24744
1167,18826,43.50548
1168,5719,47.568085
1169,5600,47.729156
1170,18112,49.641563
1171,5522,47.601864
1172,18089,65.63241
1173,5090,82.45248
1174,5124,47.644085
1175,18120,69.47287
1176,5557,47.522087
1177,5796,47.479656
1178,17937,47.46984
1179,18265,47.48127
1180,18878,47.177658
1181,5773,47.785835
1182,18091,47.50654
1183,5964,76.650406
1184,18019,72.65853
1185,5133,47.60432
1186,6170,47.546192
1187,17803,47.64119
1188,5966,47.511932
1189,18124,47.355087
1190,18717,47.39676
1191,5243,47.519
1192,17882,47.445526
1193,18533,47.71862
1194,18876,47.38674
1195,18744,47.337696
1196,5278,47.518387
1197,5239,47.392124
1198,5358,85.162704
1199,5574,47.679756
1200,5641,41.500072
1201,18186,71.94192
1202,17885,47.333595
1203,5939,47.326916
1204,5155,47.706367
1205,5412,50.424522
1206,17699,47.466827
1207,17640,43.694386
1208,18522,43.02471
1209,17905,47.29411
1210,5575,47.40879
1211,5569,53.13817
1212,5325,47.350872
1213,18703,47.249
1214,17898,47.27044
1215,18351,47.29687
1216,18560,47.339928
1217,5372,47.384415
1218,17985,60.26394
1219,5186,47.399483
1220,5098,47.445587
1221,18063,47.327774
1222,6041,47.410103
1223,5638,47.339375
1224,18493,47.23345
1225,18216,47.396893
1226,18223,47.23713
1227,5694,42.356285
1228,5088,47.17377
1229,18621,47.285355
1230,5363,47.350433
1231,5943,72.598366
1232,5765,47.138203
1233,17870,47.142246
1234,5106,47.20011
1235,18004,53.51581
1236,17980,47.072205
1237,5385,65.943665
1238,5810,47.2334
1239,6236,47.259647
1240,18393,46.605453
1241,5721,47.10711
1242,18045,47.13839
1243,18335,47.127396
1244,18008,58.925922
1245,5468,47.127014
1246,18806,47.14409
1247,17819,47.11365
1248,5965,47.12315
1249,18230,46.880035
1250,5336,47.010685
1251,5577,46.8482
1252,18760,46.85415
1253,17860,44.932034
1254,18782,46.855766
1255,6072,45.819817
1256,17744,47.037056
1257,18519,47.067013
1258,17811,46.83001
1259,5445,47.112534
1260,5491,46.868942
1261,5992,46.86341
1262,5269,46.976654
1263,18608,46.813316
1264,5582,49.461544
1265,5961,46.54678
1266,18092,49.593803
1267,17830,46.57884
1268,17778,46.577003
1269,6036,46.812668
1270,17698,46.69639
1271,5286,47.42693
1272,18619,46.517395
1273,6242,46.45062
1274,5320,43.10926
1275,6149,63.506184
1276,18048,46.275192
1277,17852,45.782753
1278,6208,48.57554
1279,18363,48.261703
1280,5937,48.034035
1281,6007,47.82366
1282,5248,55.2728
1283,17691,46.905987
1284,5411,46.260357
1285,5533,45.7093
1286,5806,53.5728
1287,5867,47.210876
1288,5902,46.995144
1289,5465,67.262825
1290,5441,46.970985
1291,5279,46.511658
1292,17745,53.530087
1293,18795,64.99339
1294,18743,48.484863
1295,18193,53.87845
1296,5935,47.465088
1297,5222,46.979015
1298,5633,46.93772
1299,5326,46.38422
1300,6113,46.04703
1301,17914,45.66043
1302,18132,47.61709
1303,18199,47.419174
1304,6260,47.258125
1305,17893,46.868713
1306,5518,46.581932
1307,5568,68.94039
1308,5231,49.014565
1309,5926,47.880238
1310,6164,47.695747
1311,18126,47.76716
1312,17989,47.30938
1313,18368,54.665665
1314,5527,46.609634
1315,17785,46.3481
1316,5341,57.78628
1317,5979,59.8579
1318,17812,79.46216
1319,5492,48.476665
1320,5864,60.51706
1321,18566,80.784454
1322,18600,52.882164
1323,6301,46.72959
1324,17700,47.931793
1325,17630,46.34661
1326,5936,45.8751
1327,18725,48.076492
1328,5610,48.10144
1329,17775,53.046894
1330,17672,46.449898
1331,5340,55.582306
1332,18290,48.525772
1333,18249,51.6037
1334,17633,46.808464
1335,18392,46.795425
1336,18431,49.387295
1337,6185,48.88546
1338,6075,49.247917
1339,18860,46.537453
1340,6034,48.130623
1341,5322,65.512985
1342,5505,49.0469
1343,6017,49.017937
1344,5604,49.016117
1345,18784,49.0092
1346,17918,48.998253
1347,17854,49.10704
1348,5873,49.0522
1349,5462,49.022846
1350,17946,48.89135
1351,6146,54.5951
1352,18182,48.807915
1353,17945,48.996475
1354,18655,47.924248
1355,18435,48.921135
1356,18226,48.878353
1357,18895,48.778984
1358,5097,48.758774
1359,5871,48.849
1360,18597,48.694702
